node_id,left,right,distance
130638,27713,130637,0.0
130639,27766,130638,0.0
130640,27854,130639,0.0
130641,27873,130640,0.0
130642,28369,130641,0.0
130643,28370,130642,0.0
130644,28371,130643,0.0
130645,28384,130644,0.0
130646,29489,130645,0.0
130647,31867,130646,0.0
130648,32815,130647,0.0
130649,32820,130648,0.0
130650,34235,130649,0.0
130651,34509,130650,0.0
130652,35065,130651,0.0
130653,35069,130652,0.0
130654,35492,130653,0.0
130655,37470,130654,0.0
130656,37953,130655,0.0
130657,47674,130656,0.0
130658,50718,130657,0.0
130659,52187,130658,0.0
130660,52313,130659,0.0
130661,52314,130660,0.0
130662,52329,130661,0.0
130663,52343,130662,0.0
130664,52382,130663,0.0
130665,52468,130664,0.0
130666,52473,130665,0.0
130667,52481,130666,0.0
130668,52491,130667,0.0
130669,52612,130668,0.0
130670,52616,130669,0.0
130671,52617,130670,0.0
130672,52631,130671,0.0
130673,52633,130672,0.0
130674,52762,130673,0.0
130675,52793,130674,0.0
130676,52807,130675,0.0
130677,52939,130676,0.0
130678,52941,130677,0.0
130679,52953,130678,0.0
130680,53054,130679,0.0
130681,53069,130680,0.0
130682,53073,130681,0.0
130683,53076,130682,0.0
130684,53099,130683,0.0
130685,53186,130684,0.0
130686,53196,130685,0.0
130687,53207,130686,0.0
130688,53211,130687,0.0
130689,53337,130688,0.0
130690,53362,130689,0.0
130691,53482,130690,0.0
130692,53484,130691,0.0
130693,53486,130692,0.0
130694,53592,130693,0.0
130695,53605,130694,0.0
130696,53681,130695,0.0
130697,53723,130696,0.0
130698,53740,130697,0.0
130699,53746,130698,0.0
130700,53748,130699,0.0
130701,53750,130700,0.0
130702,53751,130701,0.0
130703,53762,130702,0.0
130704,53764,130703,0.0
130705,53765,130704,0.0
130706,53768,130705,0.0
130707,53788,130706,0.0
130708,53877,130707,0.0
130709,53886,130708,0.0
130710,53902,130709,0.0
130711,54016,130710,0.0
130712,11129,12093,0.0
130713,12119,14269,0.0
130714,13330,130573,0.0
130715,18745,130714,0.0
130716,14963,23030,0.0
130717,15274,129470,0.0
130718,15950,47142,0.0
130719,87922,130559,0.0
130720,87923,130719,0.0
130721,22468,130715,0.0
130722,120456,130716,0.0
130723,32090,76538,0.0
130724,49103,130718,0.0
130725,101221,130724,0.0
130726,54159,130711,0.0
130727,54166,130726,0.0
130728,54169,130727,0.0
130729,54179,130728,0.0
130730,54308,130729,0.0
130731,54323,130730,0.0
130732,54471,130731,0.0
130733,54732,130732,0.0
130734,54750,130733,0.0
130735,54852,130734,0.0
130736,54872,130735,0.0
130737,54878,130736,0.0
130738,54884,130737,0.0
130739,54903,130738,0.0
130740,54905,130739,0.0
130741,55029,130740,0.0
130742,55036,130741,0.0
130743,55050,130742,0.0
130744,55063,130743,0.0
130745,55159,130744,0.0
130746,55163,130745,0.0
130747,55170,130746,0.0
130748,55178,130747,0.0
130749,55279,130748,0.0
130750,55310,130749,0.0
130751,55438,130750,0.0
130752,55443,130751,0.0
130753,55528,130752,0.0
130754,55557,130753,0.0
130755,55564,130754,0.0
130756,55577,130755,0.0
130757,55688,130756,0.0
130758,55711,130757,0.0
130759,55723,130758,0.0
130760,55814,130759,0.0
130761,55838,130760,0.0
130762,55842,130761,0.0
130763,55939,130762,0.0
130764,56209,130763,0.0
130765,56212,130764,0.0
130766,56360,130765,0.0
130767,56449,130766,0.0
130768,56465,130767,0.0
130769,56525,130768,0.0
130770,63530,130769,0.0
130771,64327,130770,0.0
130772,66021,130771,0.0
130773,66022,130772,0.0
130774,66023,130773,0.0
130775,66024,130774,0.0
130776,66025,130775,0.0
130777,66026,130776,0.0
130778,66027,130777,0.0
130779,66035,130778,0.0
130780,66036,130779,0.0
130781,66037,130780,0.0
130782,66038,130781,0.0
130783,66039,130782,0.0
130784,66040,130783,0.0
130785,66041,130784,0.0
130786,66050,130785,0.0
130787,66057,130786,0.0
130788,66058,130787,0.0
130789,66059,130788,0.0
130790,66060,130789,0.0
130791,66067,130790,0.0
130792,66068,130791,0.0
130793,66069,130792,0.0
130794,66070,130793,0.0
130795,66071,130794,0.0
130796,66122,130795,0.0
130797,66123,130796,0.0
130798,66124,130797,0.0
130799,66125,130798,0.0
130800,66126,130799,0.0
130801,66127,130800,0.0
130802,66128,130801,0.0
130803,66129,130802,0.0
130804,66130,130803,0.0
130805,66131,130804,0.0
130806,66132,130805,0.0
130807,66133,130806,0.0
130808,66134,130807,0.0
130809,66135,130808,0.0
130810,66136,130809,0.0
130811,66141,130810,0.0
130812,66142,130811,0.0
130813,66143,130812,0.0
130814,66144,130813,0.0
130815,66145,130814,0.0
130816,66146,130815,0.0
130817,66256,130816,0.0
130818,67978,130817,0.0
130819,70975,130818,0.0
130820,70976,130819,0.0
130821,70977,130820,0.0
130822,70978,130821,0.0
130823,73606,130822,0.0
130824,73607,130823,0.0
130825,73608,130824,0.0
130826,73609,130825,0.0
130827,73610,130826,0.0
130828,73611,130827,0.0
130829,73612,130828,0.0
130830,73613,130829,0.0
130831,73614,130830,0.0
130832,73615,130831,0.0
130833,73616,130832,0.0
130834,73617,130833,0.0
130835,73618,130834,0.0
130836,73619,130835,0.0
130837,73620,130836,0.0
130838,73621,130837,0.0
130839,73622,130838,0.0
130840,73623,130839,0.0
130841,73624,130840,0.0
130842,73625,130841,0.0
130843,73626,130842,0.0
130844,73627,130843,0.0
130845,81113,130566,0.0
130846,92981,130844,0.0
130847,92982,130846,0.0
130848,92997,130847,0.0
130849,92998,130848,0.0
130850,92999,130849,0.0
130851,93052,130850,0.0
130852,93879,130851,0.0
130853,98016,130852,0.0
130854,98020,130853,0.0
130855,98023,130854,0.0
130856,98024,130855,0.0
130857,98035,130856,0.0
130858,98037,130857,0.0
130859,98041,130858,0.0
130860,98042,130859,0.0
130861,98045,130860,0.0
130862,98046,130861,0.0
130863,98047,130862,0.0
130864,98171,130863,0.0
130865,98172,130864,0.0
130866,98190,130865,0.0
130867,98232,130866,0.0
130868,98350,130867,0.0
130869,98351,130868,0.0
130870,98352,130869,0.0
130871,102075,130870,0.0
130872,104167,130871,0.0
130873,104198,130872,0.0
130874,104209,130873,0.0
130875,129501,130874,0.0
130876,129581,130875,0.0
130877,129972,130876,0.0
130878,78625,78630,0.0
130879,112,9485,0.0
130880,12529,130879,0.0
130881,5095,6909,0.0
130882,18031,130881,0.0
130883,21703,130882,0.0
130884,58550,62886,0.0
130885,62890,130884,0.0
130886,65108,130885,0.0
130887,17900,26785,0.0
130888,28699,130887,0.0
130889,29756,130888,0.0
130890,30181,130889,0.0
130891,37591,130890,0.0
130892,38057,130891,0.0
130893,38873,130892,0.0
130894,44994,130893,0.0
130895,46830,130894,0.0
130896,94001,130895,0.0
130897,94005,130896,0.0
130898,94007,130897,0.0
130899,94025,130898,0.0
130900,94028,130899,0.0
130901,94043,130900,0.0
130902,94044,130901,0.0
130903,74465,75440,0.0
130904,7309,12607,0.0
130905,114874,125804,0.0
130906,2113,5374,0.0
130907,5264,6017,0.0
130908,5322,16819,0.0
130909,7650,130906,0.0
130910,6491,130907,0.0
130911,6441,18126,0.0
130912,7301,130910,0.0
130913,7501,130912,0.0
130914,8438,130913,0.0
130915,8479,130914,0.0
130916,11956,130915,0.0
130917,10611,18523,0.0
130918,21479,130916,0.0
130919,16772,27566,0.0
130920,16789,83179,0.0
130921,21788,130908,0.0
130922,1890,21637,0.0
130923,22303,130917,0.0
130924,22390,66204,0.0
130925,23730,29418,0.0
130926,25679,28692,0.0
130927,37585,130919,0.0
130928,29309,130926,0.0
130929,29437,130928,0.0
130930,87929,130925,0.0
130931,30261,130929,0.0
130932,35937,130931,0.0
130933,37606,130927,0.0
130934,38907,130933,0.0
130935,45011,130934,0.0
130936,45542,130935,0.0
130937,59449,130936,0.0
130938,62280,130937,0.0
130939,62281,130938,0.0
130940,71059,130939,0.0
130941,74625,130940,0.0
130942,78398,130941,0.0
130943,78399,130942,0.0
130944,78400,130943,0.0
130945,78401,130944,0.0
130946,78402,130945,0.0
130947,78403,130946,0.0
130948,78945,130947,0.0
130949,78946,130948,0.0
130950,78947,130949,0.0
130951,84366,130950,0.0
130952,84368,130951,0.0
130953,95626,130952,0.0
130954,95628,130953,0.0
130955,95629,130954,0.0
130956,95630,130955,0.0
130957,95640,130956,0.0
130958,95641,130957,0.0
130959,95645,130958,0.0
130960,95656,130959,0.0
130961,102387,130960,0.0
130962,102388,130961,0.0
130963,102390,130962,0.0
130964,102415,130963,0.0
130965,102416,130964,0.0
130966,112831,130965,0.0
130967,115597,130966,0.0
130968,115598,130967,0.0
130969,117353,130968,0.0
130970,118169,130969,0.0
130971,118171,130970,0.0
130972,118174,130971,0.0
130973,118175,130972,0.0
130974,118176,130973,0.0
130975,118177,130974,0.0
130976,118178,130975,0.0
130977,118235,130976,0.0
130978,118246,130977,0.0
130979,118247,130978,0.0
130980,126782,130979,0.0
130981,126787,130980,0.0
130982,126813,130981,0.0
130983,126814,130982,0.0
130984,127445,130983,0.0
130985,37252,130932,0.0
130986,37868,130985,0.0
130987,39069,130986,0.0
130988,38074,43094,0.0
130989,39595,130987,0.0
130990,41509,130989,0.0
130991,42660,130990,0.0
130992,44494,130991,0.0
130993,44495,130992,0.0
130994,44999,130993,0.0
130995,45103,130994,0.0
130996,45171,130995,0.0
130997,45185,130996,0.0
130998,45436,130997,0.0
130999,46098,130998,0.0
131000,46276,130999,0.0
131001,46289,131000,0.0
131002,46592,131001,0.0
131003,46906,131002,0.0
131004,56612,131003,0.0
131005,89798,130988,0.0
131006,57163,131004,0.0
131007,78010,131006,0.0
131008,78011,131007,0.0
131009,78012,131008,0.0
131010,78013,131009,0.0
131011,78014,131010,0.0
131012,78015,131011,0.0
131013,78016,131012,0.0
131014,78017,131013,0.0
131015,78018,131014,0.0
131016,87881,131015,0.0
131017,87883,131016,0.0
131018,87889,131017,0.0
131019,87890,131018,0.0
131020,87891,131019,0.0
131021,87894,131020,0.0
131022,87895,131021,0.0
131023,112131,130924,0.0
131024,83615,123740,0.0
131025,87899,131022,0.0
131026,87900,131025,0.0
131027,87902,131026,0.0
131028,87903,131027,0.0
131029,87906,131028,0.0
131030,87907,131029,0.0
131031,87908,131030,0.0
131032,87910,131031,0.0
131033,87911,131032,0.0
131034,87913,131033,0.0
131035,87916,131034,0.0
131036,87917,131035,0.0
131037,87920,131036,0.0
131038,87965,131037,0.0
131039,89956,131038,0.0
131040,89957,131039,0.0
131041,89989,131040,0.0
131042,89990,131041,0.0
131043,89994,131042,0.0
131044,90015,131043,0.0
131045,90017,131044,0.0
131046,90018,131045,0.0
131047,90032,131046,0.0
131048,98595,131047,0.0
131049,126049,131048,0.0
131050,126108,131049,0.0
131051,127021,131050,0.0
131052,127022,131051,0.0
131053,127028,131052,0.0
131054,127045,131053,0.0
131055,127061,131054,0.0
131056,127062,131055,0.0
131057,127077,131056,0.0
131058,127078,131057,0.0
131059,127096,131058,0.0
131060,127649,131059,0.0
131061,127650,131060,0.0
131062,127651,131061,0.0
131063,127660,131062,0.0
131064,127661,131063,0.0
131065,127662,131064,0.0
131066,127663,131065,0.0
131067,127676,131066,0.0
131068,127677,131067,0.0
131069,127678,131068,0.0
131070,127679,131069,0.0
131071,127680,131070,0.0
131072,127690,131071,0.0
131073,127691,131072,0.0
131074,127797,131073,0.0
131075,127798,131074,0.0
131076,127799,131075,0.0
131077,128468,131076,0.0
131078,128469,131077,0.0
131079,128470,131078,0.0
131080,128476,131079,0.0
131081,128477,131080,0.0
131082,128478,131081,0.0
131083,128483,131082,0.0
131084,128484,131083,0.0
131085,128485,131084,0.0
131086,128493,131085,0.0
131087,128494,131086,0.0
131088,128495,131087,0.0
131089,128496,131088,0.0
131090,123741,131024,0.0
131091,123742,131090,0.0
131092,2321,3033,0.0
131093,6403,131092,0.0
131094,8087,131093,0.0
131095,9593,131094,0.0
131096,9783,131095,0.0
131097,9893,131096,0.0
131098,9950,131097,0.0
131099,10113,131098,0.0
131100,10293,131099,0.0
131101,10444,131100,0.0
131102,11294,131101,0.0
131103,11305,131102,0.0
131104,12955,131103,0.0
131105,16307,131104,0.0
131106,16310,131105,0.0
131107,18157,131106,0.0
131108,18212,131107,0.0
131109,21680,131108,0.0
131110,23051,131109,0.0
131111,23077,131110,0.0
131112,26185,131111,0.0
131113,36807,131112,0.0
131114,38087,131113,0.0
131115,38102,131114,0.0
131116,38585,131115,0.0
131117,51594,131116,0.0
131118,57972,131117,0.0
131119,92401,131118,0.0
131120,92449,131119,0.0
131121,92456,131120,0.0
131122,92478,131121,0.0
131123,104445,131122,0.0
131124,23334,24182,0.0
131125,24704,131124,0.0
131126,25326,131125,0.0
131127,27324,131126,0.0
131128,27340,131127,0.0
131129,32944,131128,0.0
131130,47420,131129,0.0
131131,47567,131130,0.0
131132,47732,131131,0.0
131133,47744,131132,0.0
131134,48553,131133,0.0
131135,48746,131134,0.0
131136,49893,131135,0.0
131137,50629,131136,0.0
131138,50661,131137,0.0
131139,50796,131138,0.0
131140,50806,131139,0.0
131141,51071,131140,0.0
131142,51097,131141,0.0
131143,51572,131142,0.0
131144,53205,131143,0.0
131145,54127,131144,0.0
131146,54407,131145,0.0
131147,56175,131146,0.0
131148,56906,131147,0.0
131149,58784,131148,0.0
131150,58785,131149,0.0
131151,72094,131150,0.0
131152,73979,131151,0.0
131153,74648,131152,0.0
131154,75880,131153,0.0
131155,75884,131154,0.0
131156,77235,131155,0.0
131157,78004,131156,0.0
131158,78005,131157,0.0
131159,78007,131158,0.0
131160,78008,131159,0.0
131161,78009,131160,0.0
131162,78805,131161,0.0
131163,78807,131162,0.0
131164,79748,131163,0.0
131165,79749,131164,0.0
131166,79750,131165,0.0
131167,79751,131166,0.0
131168,79752,131167,0.0
131169,79753,131168,0.0
131170,79754,131169,0.0
131171,79755,131170,0.0
131172,79756,131171,0.0
131173,79759,131172,0.0
131174,79768,131173,0.0
131175,79774,131174,0.0
131176,80709,131175,0.0
131177,100110,131176,0.0
131178,100115,131177,0.0
131179,100123,131178,0.0
131180,100126,131179,0.0
131181,100129,131180,0.0
131182,100132,131181,0.0
131183,100136,131182,0.0
131184,100138,131183,0.0
131185,100139,131184,0.0
131186,100141,131185,0.0
131187,100142,131186,0.0
131188,100144,131187,0.0
131189,100152,131188,0.0
131190,100155,131189,0.0
131191,100157,131190,0.0
131192,100161,131191,0.0
131193,100183,131192,0.0
131194,114315,131193,0.0
131195,114318,131194,0.0
131196,114319,131195,0.0
131197,114320,131196,0.0
131198,114323,131197,0.0
131199,114324,131198,0.0
131200,117156,131199,0.0
131201,118089,131200,0.0
131202,118090,131201,0.0
131203,118099,131202,0.0
131204,118100,131203,0.0
131205,118101,131204,0.0
131206,118102,131205,0.0
131207,118103,131206,0.0
131208,118104,131207,0.0
131209,118105,131208,0.0
131210,118106,131209,0.0
131211,118107,131210,0.0
131212,120177,131211,0.0
131213,120178,131212,0.0
131214,120588,131213,0.0
131215,122826,131214,0.0
131216,122827,131215,0.0
131217,122829,131216,0.0
131218,123616,131217,0.0
131219,123618,131218,0.0
131220,123621,131219,0.0
131221,123622,131220,0.0
131222,123623,131221,0.0
131223,123624,131222,0.0
131224,123629,131223,0.0
131225,123630,131224,0.0
131226,123631,131225,0.0
131227,123637,131226,0.0
131228,123640,131227,0.0
131229,123642,131228,0.0
131230,123649,131229,0.0
131231,123650,131230,0.0
131232,123652,131231,0.0
131233,123653,131232,0.0
131234,123657,131233,0.0
131235,123667,131234,0.0
131236,123668,131235,0.0
131237,123670,131236,0.0
131238,123921,131237,0.0
131239,123940,131238,0.0
131240,123941,131239,0.0
131241,123944,131240,0.0
131242,123945,131241,0.0
131243,123946,131242,0.0
131244,123947,131243,0.0
131245,123948,131244,0.0
131246,123949,131245,0.0
131247,123953,131246,0.0
131248,123954,131247,0.0
131249,123955,131248,0.0
131250,123956,131249,0.0
131251,123957,131250,0.0
131252,123958,131251,0.0
131253,123962,131252,0.0
131254,123963,131253,0.0
131255,124003,131254,0.0
131256,124004,131255,0.0
131257,124005,131256,0.0
131258,124006,131257,0.0
131259,124838,131258,0.0
131260,124839,131259,0.0
131261,124841,131260,0.0
131262,124842,131261,0.0
131263,124843,131262,0.0
131264,124844,131263,0.0
131265,124845,131264,0.0
131266,124846,131265,0.0
131267,124847,131266,0.0
131268,124848,131267,0.0
131269,124849,131268,0.0
131270,124850,131269,0.0
131271,124851,131270,0.0
131272,124860,131271,0.0
131273,124861,131272,0.0
131274,124862,131273,0.0
131275,124863,131274,0.0
131276,124870,131275,0.0
131277,124871,131276,0.0
131278,124872,131277,0.0
131279,124873,131278,0.0
131280,124876,131279,0.0
131281,124877,131280,0.0
131282,124878,131281,0.0
131283,124880,131282,0.0
131284,124881,131283,0.0
131285,124882,131284,0.0
131286,126141,131285,0.0
131287,126146,131286,0.0
131288,127085,131287,0.0
131289,127103,131288,0.0
131290,127115,131289,0.0
131291,127116,131290,0.0
131292,127117,131291,0.0
131293,128538,131292,0.0
131294,128539,131293,0.0
131295,128540,131294,0.0
131296,128541,131295,0.0
131297,128544,131296,0.0
131298,128545,131297,0.0
131299,128546,131298,0.0
131300,128547,131299,0.0
131301,128550,131300,0.0
131302,128551,131301,0.0
131303,128552,131302,0.0
131304,128556,131303,0.0
131305,128563,131304,0.0
131306,128564,131305,0.0
131307,128565,131306,0.0
131308,128578,131307,0.0
131309,128585,131308,0.0
131310,128586,131309,0.0
131311,128587,131310,0.0
131312,128599,131311,0.0
131313,129182,131312,0.0
131314,129183,131313,0.0
131315,874,6012,0.0
131316,17530,131315,0.0
131317,18442,131316,0.0
131318,129758,131317,0.0
131319,129791,131318,0.0
131320,34,12361,0.0
131321,10828,31014,0.0
131322,34694,131321,0.0
131323,124792,131322,0.0
131324,55304,72866,0.0
131325,115013,131324,0.0
131326,115014,131325,0.0
131327,50520,66279,0.0
131328,75188,131327,0.0
131329,101094,131328,0.0
131330,114921,131329,0.0
131331,115019,131330,0.0
131332,6034,27277,0.0
131333,29352,131332,0.0
